MSSV,MaMon,DiemHe10
SV01464,IT007,7.80
SV01464,IT008,9.00
SV01464,IT003,3.60
SV01464,ENG02,5.90
SV01465,MATH04,3.00
SV01465,IT001,8.10
SV01465,ENG02,4.30
SV01465,MATH03,4.10
SV01465,IT010,2.70
SV01465,IT009,10.00
SV01465,IT008,4.50
SV01465,MATH05,5.10
SV01465,IT005,7.60
SV01466,IT003,8.00
SV01466,ENG03,8.90
SV01466,IT005,3.60
SV01466,ENG01,8.70
SV01466,IT006,9.20
SV01466,MATH04,7.20
SV01466,IT009,4.10
SV01466,IT008,4.60
SV01466,IT004,7.40
SV01467,IT007,3.90
SV01467,MATH05,4.10
SV01467,ENG01,8.50
SV01467,IT002,8.10
SV01467,IT006,8.20
SV01467,IT010,3.10
SV01467,MATH02,3.40
SV01468,MATH02,10.00
SV01468,PHY02,5.40
SV01468,IT007,6.90
SV01468,IT004,7.50
SV01468,IT005,4.70
SV01469,IT003,2.10
SV01469,IT006,6.90
SV01469,IT009,2.60
SV01469,MATH03,4.80
SV01469,IT005,9.50
SV01469,IT001,8.20
SV01469,IT007,5.40
SV01469,MATH05,6.10
SV01470,MATH01,7.80
SV01470,ENG01,2.50
SV01470,MATH02,7.20
SV01470,IT010,2.00
SV01470,PHY01,4.40
SV01470,MATH04,7.90
SV01470,IT009,4.80
SV01470,IT002,7.70
SV01470,ENG02,4.80
SV01471,ENG03,2.70
SV01471,IT007,2.50
SV01471,IT010,6.90
SV01471,IT004,3.00
SV01471,IT003,2.80
SV01471,IT009,6.60
SV01472,IT007,2.50
SV01472,MATH02,6.60
SV01472,MATH03,3.30
SV01472,IT010,6.60
SV01472,MATH01,5.30
SV01473,IT009,8.00
SV01473,IT002,3.70
SV01473,IT007,7.70
SV01473,PHY02,3.30
SV01473,MATH02,8.90
SV01474,MATH03,7.60
SV01474,IT007,2.90
SV01474,IT003,8.40
SV01474,IT004,2.90
SV01474,ENG02,5.60
SV01474,ENG03,8.60
SV01475,ENG03,2.10
SV01475,IT007,7.50
SV01475,MATH05,5.40
SV01475,PHY01,9.80
SV01475,ENG01,4.80
SV01475,IT005,4.00
SV01475,IT003,6.30
SV01475,IT002,5.40
SV01475,IT009,7.30
SV01476,IT008,2.20
SV01476,IT006,3.10
SV01476,IT002,9.80
SV01476,IT001,8.00
SV01476,PHY01,4.00
SV01477,IT002,6.60
SV01477,IT010,6.40
SV01477,IT008,2.80
SV01477,IT004,6.50
SV01477,ENG03,4.70
SV01477,IT001,8.80
SV01477,PHY02,2.30
SV01477,ENG02,3.20
SV01477,ENG01,7.80
SV01477,IT003,3.20
SV01478,MATH04,6.50
SV01478,IT001,9.20
SV01478,IT010,5.10
SV01478,IT002,4.80
SV01478,PHY01,5.00
SV01478,MATH05,7.80
SV01478,IT006,9.00
SV01478,ENG02,4.80
SV01478,IT004,4.50
SV01478,IT007,3.20
SV01479,IT009,4.20
SV01479,PHY02,5.80
SV01479,IT006,2.30
SV01479,MATH04,8.60
SV01479,MATH01,9.20
SV01479,PHY01,8.90
SV01479,IT005,4.50
SV01480,MATH01,3.90
SV01480,IT006,3.70
SV01480,IT007,6.80
SV01480,IT005,3.50
SV01480,IT003,8.30
SV01480,IT002,5.10
SV01480,ENG02,8.70
SV01480,IT009,7.20
SV01480,PHY01,8.70
SV01481,PHY02,9.20
SV01481,MATH02,3.20
SV01481,MATH05,4.50
SV01481,IT008,7.50
SV01481,IT002,9.80
SV01481,ENG03,3.70
SV01481,IT006,4.80
SV01481,IT003,2.80
SV01482,MATH02,6.80
SV01482,IT003,5.30
SV01482,IT007,4.30
SV01482,IT002,2.20
SV01482,IT009,2.60
SV01482,MATH01,9.80
SV01482,PHY02,9.70
SV01483,MATH01,2.60
SV01483,IT006,2.50
SV01483,MATH03,8.50
SV01483,ENG03,3.40
SV01483,ENG02,5.80
SV01484,ENG02,9.20
SV01484,IT001,3.30
SV01484,PHY01,3.30
SV01484,IT006,9.00
SV01484,MATH01,2.40
SV01484,IT004,9.30
SV01485,MATH03,8.00
SV01485,IT006,3.30
SV01485,ENG01,6.90
SV01485,IT009,7.90
SV01485,IT007,2.60
SV01485,IT001,2.90
SV01485,MATH01,6.10
SV01485,IT008,6.20
SV01485,MATH04,6.60
SV01485,IT002,5.60
SV01486,IT005,5.10
SV01486,PHY02,3.80
SV01486,ENG02,5.60
SV01486,PHY01,4.90
SV01486,IT002,7.20
SV01486,ENG01,8.90
SV01487,ENG03,9.20
SV01487,IT009,9.90
SV01487,ENG01,7.80
SV01487,MATH01,4.10
SV01487,MATH02,2.70
SV01487,MATH05,4.90
SV01487,ENG02,3.40
SV01488,IT002,9.50
SV01488,MATH05,5.30
SV01488,IT009,4.90
SV01488,IT001,7.80
SV01488,IT007,5.90
SV01488,IT004,2.90
SV01489,IT005,5.80
SV01489,MATH04,7.80
SV01489,MATH03,6.80
SV01489,ENG01,5.90
SV01489,IT003,3.10
SV01489,MATH01,3.80
SV01489,MATH05,7.00
SV01489,IT007,6.70
SV01490,ENG03,8.90
SV01490,IT007,2.20
SV01490,PHY01,9.90
SV01490,ENG01,7.70
SV01490,IT008,2.40
SV01490,MATH02,3.20
SV01490,IT010,4.60
SV01490,PHY02,4.10
SV01490,ENG02,8.80
SV01490,IT005,4.90
SV01491,PHY01,9.70
SV01491,IT001,7.10
SV01491,MATH03,5.50
SV01491,IT005,6.60
SV01491,MATH05,7.00
SV01491,IT010,2.80
SV01491,PHY02,6.50
SV01491,MATH01,3.50
SV01492,IT004,2.80
SV01492,MATH03,7.00
SV01492,IT001,6.70
SV01492,MATH04,6.20
SV01492,IT009,9.00
SV01492,ENG03,6.50
SV01493,ENG03,4.70
SV01493,ENG01,5.60
SV01493,IT008,2.10
SV01493,IT006,4.20
SV01493,MATH01,2.90
SV01493,MATH04,8.00
SV01493,IT004,2.80
SV01493,IT001,5.00
SV01493,ENG02,2.30
SV01494,IT005,8.60
SV01494,IT007,8.50
SV01494,PHY02,8.20
SV01494,IT010,7.40
SV01494,MATH03,9.30
SV01495,MATH05,5.50
SV01495,PHY01,9.10
SV01495,IT001,5.80
SV01495,IT010,6.40
SV01495,MATH01,4.40
SV01495,IT009,3.40
SV01496,IT008,3.10
SV01496,PHY01,8.60
SV01496,PHY02,2.60
SV01496,MATH05,8.20
SV01496,IT006,4.50
SV01496,MATH04,9.00
SV01496,IT001,5.10
SV01496,IT004,9.60
SV01496,ENG03,5.90
SV01497,ENG03,7.70
SV01497,IT010,2.30
SV01497,IT001,4.50
SV01497,IT006,6.40
SV01497,IT003,8.50
SV01497,PHY02,5.70
SV01497,MATH05,3.10
SV01498,IT004,2.10
SV01498,IT010,8.00
SV01498,IT006,9.90
SV01498,PHY01,9.20
SV01498,MATH05,8.60
SV01498,ENG03,4.80
SV01499,ENG02,7.40
SV01499,IT007,7.40
SV01499,MATH01,3.70
SV01499,IT006,6.70
SV01499,MATH03,4.00
SV01499,ENG01,4.60
SV01499,IT003,3.40
SV01499,MATH02,5.10
SV01500,IT009,2.90
SV01500,MATH02,3.60
SV01500,IT008,2.30
SV01500,ENG01,9.30
SV01500,IT004,9.40
SV01500,IT007,6.70
SV01501,PHY02,4.00
SV01501,MATH01,5.90
SV01501,IT002,5.30
SV01501,IT009,2.60
SV01501,IT010,7.30
SV01501,MATH03,6.40
SV01501,IT004,2.10
SV01501,MATH05,5.50
SV01501,MATH04,8.30
SV01501,IT008,9.70
SV01502,IT010,6.40
SV01502,IT007,3.40
SV01502,ENG03,2.50
SV01502,ENG02,2.00
SV01502,MATH01,5.20
SV01502,MATH03,6.90
SV01502,PHY01,6.50
SV01503,MATH05,5.90
SV01503,IT004,8.40
SV01503,IT009,5.30
SV01503,ENG03,2.70
SV01503,MATH02,7.30
SV01503,IT007,5.80
SV01503,ENG01,8.80
SV01504,MATH04,9.50
SV01504,ENG01,2.70
SV01504,IT009,3.10
SV01504,IT004,7.60
SV01504,IT001,8.00
SV01504,IT006,4.70
SV01504,IT007,9.00
SV01504,MATH01,2.80
SV01504,IT002,6.30
SV01504,PHY02,7.70
SV01505,IT004,5.40
SV01505,MATH04,10.00
SV01505,MATH02,2.10
SV01505,IT008,2.10
SV01505,IT002,4.10
SV01505,IT005,2.10
SV01505,IT009,7.40
SV01505,PHY02,8.90
SV01505,ENG01,2.70
SV01505,ENG02,8.60
SV01506,IT004,2.90
SV01506,PHY02,6.60
SV01506,IT003,9.90
SV01506,MATH01,4.00
SV01506,IT005,8.40
SV01506,MATH02,2.90
SV01506,ENG01,9.30
SV01506,IT001,8.90
SV01506,ENG03,8.20
SV01507,IT009,3.20
SV01507,IT006,8.40
SV01507,IT010,3.60
SV01507,IT004,7.30
SV01507,ENG01,5.10
SV01507,MATH01,4.90
SV01507,ENG03,8.50
SV01508,MATH04,8.70
SV01508,ENG03,2.40
SV01508,IT007,5.40
SV01508,IT008,4.30
SV01508,PHY01,9.60
SV01508,MATH01,10.00
SV01508,IT001,9.80
SV01508,MATH02,4.80
SV01508,IT003,6.10
SV01509,ENG03,8.70
SV01509,MATH01,4.10
SV01509,MATH02,2.20
SV01509,IT010,6.30
SV01509,IT009,5.90
SV01509,IT005,5.70
SV01509,MATH05,2.20
SV01509,IT001,5.30
SV01510,ENG03,6.20
SV01510,IT010,8.20
SV01510,IT003,7.30
SV01510,IT002,2.90
SV01510,MATH03,2.00
SV01510,ENG01,5.80
SV01510,IT004,2.10
SV01511,MATH05,6.10
SV01511,MATH03,4.20
SV01511,IT008,4.10
SV01511,ENG01,2.10
SV01511,IT001,7.80
SV01511,IT002,5.10
SV01511,IT010,4.00
SV01512,IT002,3.70
SV01512,IT010,10.00
SV01512,ENG03,4.80
SV01512,MATH03,3.90
SV01512,IT006,6.90
SV01513,IT002,8.40
SV01513,IT001,7.80
SV01513,IT009,2.00
SV01513,IT008,2.90
SV01513,IT006,5.80
SV01513,PHY02,3.10
SV01513,MATH05,6.60
SV01513,IT007,7.60
SV01513,MATH03,8.70
SV01513,IT003,8.70
SV01514,PHY02,6.70
SV01514,ENG01,9.50
SV01514,IT009,6.40
SV01514,IT001,8.90
SV01514,MATH01,2.50
SV01515,IT009,9.30
SV01515,MATH01,9.00
SV01515,IT005,4.90
SV01515,IT004,7.90
SV01515,IT007,7.50
SV01515,MATH04,5.20
SV01515,MATH05,8.90
SV01515,PHY01,4.20
SV01516,MATH02,6.10
SV01516,PHY02,5.70
SV01516,IT009,9.80
SV01516,MATH03,7.50
SV01516,IT006,3.60
SV01516,IT007,3.10
SV01517,MATH04,8.30
SV01517,IT005,9.80
SV01517,IT002,7.80
SV01517,ENG03,2.10
SV01517,IT003,9.60
SV01517,MATH01,7.30
SV01517,ENG02,3.90
SV01517,MATH05,7.30
SV01518,IT004,3.50
SV01518,PHY02,3.80
SV01518,IT009,4.30
SV01518,MATH03,8.20
SV01518,IT008,4.00
SV01518,ENG03,2.10
SV01518,IT001,3.40
SV01519,IT008,8.40
SV01519,IT006,7.50
SV01519,MATH01,6.20
SV01519,MATH03,9.70
SV01519,ENG01,3.00
SV01519,IT003,6.70
SV01519,ENG03,5.10
SV01519,IT007,9.40
SV01520,PHY01,5.40
SV01520,IT003,8.70
SV01520,IT008,8.00
SV01520,IT009,7.60
SV01520,IT006,5.90
SV01520,ENG03,4.00
SV01520,MATH05,3.50
SV01520,PHY02,2.20
SV01520,IT004,6.60
SV01521,ENG03,6.10
SV01521,IT010,4.30
SV01521,IT009,3.10
SV01521,ENG01,4.70
SV01521,IT008,8.60
SV01521,IT003,5.30
SV01521,IT004,6.50
SV01521,PHY02,7.30
SV01521,IT006,7.20
SV01521,ENG02,2.40
SV01522,IT001,9.20
SV01522,MATH02,6.20
SV01522,IT002,6.80
SV01522,PHY02,2.40
SV01522,MATH01,4.00
SV01522,ENG01,7.30
SV01523,PHY01,7.90
SV01523,IT002,3.50
SV01523,MATH02,3.80
SV01523,MATH04,2.40
SV01523,IT010,2.30
SV01523,PHY02,9.50
SV01523,IT005,6.60
SV01524,MATH05,9.00
SV01524,MATH04,5.60
SV01524,IT010,7.90
SV01524,IT009,8.70
SV01524,PHY02,6.60
SV01524,ENG01,5.10
SV01525,ENG03,3.70
SV01525,PHY02,6.50
SV01525,IT001,4.10
SV01525,MATH04,7.10
SV01525,MATH01,9.90
SV01525,IT007,7.90
SV01525,IT004,8.10
SV01525,IT002,9.00
SV01525,IT003,6.00
SV01525,ENG01,5.80
SV01526,IT001,6.50
SV01526,IT008,6.00
SV01526,MATH03,10.00
SV01526,MATH04,8.20
SV01526,IT004,4.70
SV01527,IT004,3.10
SV01527,MATH01,7.60
SV01527,MATH02,8.90
SV01527,PHY01,7.80
SV01527,IT005,7.20
SV01527,IT008,8.10
SV01528,MATH02,6.40
SV01528,ENG03,7.90
SV01528,MATH04,2.70
SV01528,MATH01,5.60
SV01528,PHY01,3.10
SV01528,ENG02,6.60
SV01528,MATH05,3.00
SV01528,IT008,3.90
SV01529,IT005,4.00
SV01529,ENG01,5.50
SV01529,MATH04,7.80
SV01529,ENG02,8.00
SV01529,MATH05,2.20
SV01529,PHY02,7.80
SV01529,PHY01,9.40
SV01529,IT003,7.00
SV01529,ENG03,3.30
SV01530,ENG01,7.90
SV01530,IT003,9.50
SV01530,MATH02,9.30
SV01530,PHY02,10.00
SV01530,MATH05,3.10
SV01530,IT001,8.00
SV01531,IT002,3.90
SV01531,IT005,3.40
SV01531,MATH03,5.30
SV01531,IT007,2.10
SV01531,PHY02,4.90
SV01531,MATH01,4.30
SV01531,IT010,4.50
SV01532,MATH02,4.70
SV01532,IT003,2.60
SV01532,MATH04,6.60
SV01532,ENG02,10.00
SV01532,IT005,5.20
SV01533,IT008,6.70
SV01533,MATH04,2.80
SV01533,MATH05,7.10
SV01533,MATH02,8.80
SV01533,IT006,9.70
SV01534,MATH02,2.80
SV01534,IT003,5.60
SV01534,ENG01,6.40
SV01534,IT007,6.10
SV01534,MATH05,5.30
SV01534,MATH04,3.90
SV01535,MATH02,2.90
SV01535,IT005,4.40
SV01535,IT007,8.90
SV01535,IT008,3.30
SV01535,IT010,2.20
SV01535,MATH01,5.70
SV01535,PHY02,3.00
SV01535,ENG01,2.40
SV01535,IT001,6.10
SV01536,PHY01,5.20
SV01536,IT004,2.30
SV01536,MATH05,8.70
SV01536,ENG03,9.70
SV01536,IT008,2.90
SV01536,ENG02,4.20
SV01537,MATH02,6.20
SV01537,IT009,4.90
SV01537,ENG02,5.80
SV01537,IT004,3.00
SV01537,IT001,5.00
SV01537,IT010,8.10
SV01537,MATH05,3.80
SV01538,IT007,8.60
SV01538,IT008,6.80
SV01538,PHY02,5.30
SV01538,ENG03,5.30
SV01538,ENG01,6.20
SV01538,IT006,9.50
SV01538,PHY01,2.30
SV01539,MATH02,2.10
SV01539,ENG01,7.40
SV01539,ENG03,7.70
SV01539,IT008,4.40
SV01539,ENG02,3.90
SV01539,IT005,4.40
SV01539,MATH03,6.80
SV01539,MATH04,2.50
SV01540,IT004,6.10
SV01540,IT002,5.40
SV01540,IT001,4.80
SV01540,ENG01,9.00
SV01540,MATH01,6.40
SV01540,ENG02,2.60
SV01541,IT001,9.80
SV01541,ENG01,2.00
SV01541,IT008,7.40
SV01541,ENG03,2.10
SV01541,IT010,9.60
SV01541,MATH03,9.60
SV01541,IT003,4.40
SV01541,MATH02,2.30
SV01542,IT004,2.80
SV01542,PHY02,4.80
SV01542,IT001,7.80
SV01542,IT005,4.30
SV01542,MATH04,5.20
SV01542,IT008,9.80
SV01542,IT003,3.30
SV01542,PHY01,7.00
SV01542,MATH01,9.50
SV01543,IT005,7.00
SV01543,IT004,4.80
SV01543,ENG01,8.30
SV01543,MATH04,2.80
SV01543,IT008,7.00
SV01543,MATH03,8.80
SV01543,MATH02,4.20
SV01543,PHY01,3.90
SV01543,MATH01,2.50
SV01544,IT007,9.50
SV01544,PHY01,6.10
SV01544,IT006,4.70
SV01544,ENG03,9.80
SV01544,MATH02,2.60
SV01544,ENG01,5.70
SV01544,IT004,9.80
SV01544,IT001,5.30
SV01544,IT008,4.20
SV01544,IT010,6.40
SV01545,MATH03,8.20
SV01545,ENG03,7.70
SV01545,IT009,2.80
SV01545,IT008,4.40
SV01545,ENG02,2.70
SV01545,IT002,4.00
SV01545,PHY01,8.30
SV01545,IT010,2.50
SV01545,MATH04,6.40
SV01546,ENG03,9.80
SV01546,MATH04,7.40
SV01546,IT006,8.40
SV01546,PHY01,7.30
SV01546,IT010,6.20
SV01546,ENG02,7.90
SV01546,IT001,9.70
SV01547,IT002,4.90
SV01547,ENG02,5.20
SV01547,IT006,6.30
SV01547,ENG01,3.20
SV01547,IT008,6.20
SV01547,MATH03,8.10
SV01548,ENG02,8.00
SV01548,MATH04,3.10
SV01548,IT009,8.00
SV01548,MATH05,5.10
SV01548,ENG03,6.50
SV01548,IT006,5.40
SV01549,IT004,2.10
SV01549,IT007,9.90
SV01549,MATH04,2.90
SV01549,MATH02,9.70
SV01549,IT010,8.20
SV01549,IT002,8.10
SV01549,MATH05,4.20
SV01549,ENG01,8.20
SV01549,IT006,5.50
SV01549,ENG02,4.40
SV01550,MATH05,8.00
SV01550,IT009,6.90
SV01550,ENG02,4.00
SV01550,IT010,2.10
SV01550,IT003,6.50
SV01551,IT003,3.10
SV01551,IT002,5.10
SV01551,IT008,7.40
SV01551,IT009,2.10
SV01551,IT004,5.90
SV01551,IT001,2.30
SV01551,ENG01,6.60
SV01551,MATH01,5.30
SV01551,IT007,8.50
SV01551,MATH02,10.00
SV01552,MATH05,9.90
SV01552,IT010,3.90
SV01552,MATH01,3.70
SV01552,MATH03,4.60
SV01552,MATH04,6.90
SV01552,IT005,6.20
SV01552,IT002,3.60
SV01552,IT004,9.20
SV01552,IT008,2.40
SV01552,ENG01,4.10
SV01553,ENG02,3.40
SV01553,MATH04,3.60
SV01553,IT001,3.40
SV01553,PHY01,4.40
SV01553,PHY02,9.30
SV01553,IT006,7.00
SV01553,IT005,9.70
SV01554,MATH04,4.60
SV01554,MATH02,7.20
SV01554,MATH01,7.20
SV01554,ENG02,9.00
SV01554,IT010,9.60
SV01554,IT002,5.50
SV01554,PHY02,4.30
SV01555,PHY02,4.70
SV01555,MATH02,3.30
SV01555,ENG01,7.90
SV01555,IT009,9.80
SV01555,IT008,5.30
SV01555,IT007,5.20
SV01555,IT002,7.50
SV01556,IT005,4.10
SV01556,IT003,6.70
SV01556,IT006,7.60
SV01556,ENG01,6.00
SV01556,MATH01,2.20
SV01556,MATH04,5.00
SV01556,ENG02,2.70
SV01556,IT010,4.20
SV01556,PHY02,2.10
SV01557,IT007,3.40
SV01557,IT008,2.30
SV01557,MATH05,9.80
SV01557,ENG01,5.70
SV01557,MATH02,5.00
SV01557,MATH03,3.20
SV01558,MATH01,8.50
SV01558,ENG02,8.50
SV01558,IT003,8.50
SV01558,IT008,5.20
SV01558,IT007,6.90
SV01558,IT004,9.10
SV01558,ENG01,5.30
SV01558,PHY01,4.40
SV01559,ENG01,4.40
SV01559,ENG03,8.90
SV01559,MATH05,7.20
SV01559,MATH02,4.80
SV01559,MATH04,7.60
SV01560,MATH03,6.90
SV01560,IT002,2.50
SV01560,PHY02,3.90
SV01560,IT005,7.90
SV01560,IT008,6.40
SV01560,ENG03,2.40
SV01560,IT006,4.90
SV01561,ENG02,2.10
SV01561,IT002,8.20
SV01561,IT006,8.30
SV01561,IT001,4.10
SV01561,MATH05,5.40
SV01561,PHY02,3.50
SV01561,IT005,6.80
SV01561,ENG01,5.90
SV01562,IT009,6.10
SV01562,ENG02,3.40
SV01562,MATH04,6.50
SV01562,IT010,5.00
SV01562,PHY01,3.40
SV01563,IT007,9.20
SV01563,IT009,9.90
SV01563,IT001,6.00
SV01563,IT006,4.00
SV01563,IT004,4.30
SV01563,IT008,4.50
SV01563,PHY02,2.40
SV01563,MATH04,2.40
SV01563,ENG01,2.10
SV01564,IT009,9.40
SV01564,ENG01,2.80
SV01564,IT004,9.10
SV01564,MATH01,4.90
SV01564,IT010,5.40
SV01564,IT008,3.20
SV01564,PHY01,3.70
SV01564,IT005,8.20
SV01564,MATH02,4.60
SV01564,IT001,8.80
SV01565,PHY01,4.30
SV01565,ENG03,4.30
SV01565,ENG02,7.40
SV01565,IT008,3.10
SV01565,IT002,4.30
SV01565,IT006,6.60
SV01566,IT006,4.70
SV01566,ENG01,8.00
SV01566,MATH01,2.30
SV01566,IT010,7.50
SV01566,ENG03,8.50
SV01566,MATH02,9.00
SV01566,IT001,2.20
SV01566,IT008,8.30
SV01566,PHY01,8.30
SV01567,MATH03,2.40
SV01567,IT001,2.10
SV01567,IT003,6.40
SV01567,ENG03,8.30
SV01567,IT005,4.40
SV01567,ENG02,7.70
SV01567,ENG01,2.20
SV01568,MATH05,5.30
SV01568,IT004,8.50
SV01568,IT010,6.80
SV01568,MATH01,4.40
SV01568,IT002,7.20
SV01568,IT005,6.70
SV01569,IT006,8.10
SV01569,IT001,9.50
SV01569,MATH05,8.80
SV01569,IT005,5.60
SV01569,ENG03,3.20
SV01569,IT010,2.00
SV01569,IT008,7.00
SV01569,MATH04,7.40
SV01569,IT003,7.00
SV01570,ENG02,7.00
SV01570,MATH01,7.30
SV01570,MATH03,2.60
SV01570,MATH02,6.90
SV01570,IT003,7.70
SV01570,IT001,10.00
SV01570,IT007,7.80
SV01570,IT006,9.40
SV01570,IT005,3.00
SV01570,IT009,7.10
SV01571,PHY01,4.30
SV01571,IT009,7.50
SV01571,IT005,9.70
SV01571,IT004,5.00
SV01571,IT006,4.70
SV01571,IT002,4.50
SV01571,MATH04,4.70
SV01571,IT007,2.10
SV01572,IT001,7.40
SV01572,ENG03,8.40
SV01572,MATH02,2.30
SV01572,MATH03,8.50
SV01572,ENG01,9.70
SV01572,IT009,3.00
SV01572,IT006,2.60
SV01572,MATH05,5.20
SV01572,IT004,5.60
SV01573,IT010,2.60
SV01573,MATH03,6.10
SV01573,ENG01,8.40
SV01573,IT004,2.70
SV01573,PHY01,9.00
SV01573,MATH05,2.40
SV01574,IT002,5.20
SV01574,ENG01,3.10
SV01574,IT007,5.70
SV01574,MATH05,5.60
SV01574,IT008,4.00
SV01574,IT010,3.00
SV01574,ENG02,6.00
SV01574,IT006,4.90
SV01575,PHY02,7.10
SV01575,PHY01,2.20
SV01575,MATH05,4.60
SV01575,IT009,4.00
SV01575,IT002,3.20
SV01575,MATH04,9.80
SV01575,IT008,4.50
SV01575,IT001,2.10
SV01575,IT004,5.60
SV01576,IT006,9.20
SV01576,IT005,5.60
SV01576,IT007,7.10
SV01576,IT002,3.20
SV01576,IT010,5.40
SV01576,PHY01,3.10
SV01576,MATH03,8.30
SV01576,ENG02,2.80
SV01576,MATH01,8.10
SV01577,ENG02,2.60
SV01577,PHY01,5.70
SV01577,IT001,2.50
SV01577,IT003,8.20
SV01577,ENG03,7.10
SV01577,IT010,5.20
SV01577,MATH02,6.80
SV01577,IT009,5.20
SV01577,ENG01,9.70
SV01577,IT002,4.50
SV01578,PHY01,9.40
SV01578,MATH01,7.80
SV01578,IT006,4.30
SV01578,PHY02,8.50
SV01578,IT010,8.50
SV01578,IT008,3.50
SV01579,IT004,4.20
SV01579,MATH01,7.40
SV01579,MATH02,2.30
SV01579,MATH03,5.70
SV01579,MATH05,5.10
SV01579,IT009,3.20
SV01579,PHY02,4.10
SV01579,IT008,2.70
SV01579,IT010,9.80
SV01579,ENG03,6.30
SV01580,IT001,7.70
SV01580,IT002,5.10
SV01580,MATH01,7.00
SV01580,ENG01,4.70
SV01580,IT005,2.40
SV01580,MATH02,4.40
SV01580,ENG02,2.80
SV01580,IT010,8.90
SV01580,IT008,9.20
SV01580,MATH03,5.00
SV01581,IT005,8.00
SV01581,ENG03,7.20
SV01581,IT002,6.30
SV01581,IT008,5.00
SV01581,IT003,7.10
SV01581,IT007,6.40
SV01581,IT004,8.80
SV01581,MATH05,9.60
SV01581,PHY01,3.90
SV01581,ENG01,4.80
SV01582,PHY01,6.50
SV01582,MATH03,5.20
SV01582,MATH02,5.40
SV01582,MATH01,6.30
SV01582,MATH05,4.10
SV01582,IT006,8.90
SV01582,IT002,7.20
SV01583,ENG02,5.60
SV01583,MATH04,2.00
SV01583,ENG01,7.40
SV01583,IT010,4.30
SV01583,PHY02,5.30
SV01583,IT009,6.70
SV01583,MATH01,6.50
SV01583,MATH03,7.20
SV01584,MATH03,5.10
SV01584,IT001,9.70
SV01584,PHY02,7.20
SV01584,MATH01,7.90
SV01584,MATH05,7.20
SV01584,IT007,7.70
SV01584,IT008,5.30
SV01584,PHY01,3.20
SV01584,IT002,7.70
SV01585,MATH04,2.80
SV01585,MATH05,3.50
SV01585,MATH01,8.60
SV01585,IT003,2.10
SV01585,IT010,9.10
SV01586,IT002,5.30
SV01586,ENG02,6.00
SV01586,ENG03,4.70
SV01586,PHY02,6.90
SV01586,IT001,7.10
SV01586,MATH05,5.70
SV01587,MATH05,4.80
SV01587,MATH02,8.00
SV01587,IT007,8.30
SV01587,IT009,4.90
SV01587,IT008,6.10
SV01587,MATH04,9.50
SV01587,IT010,2.80
SV01587,MATH01,6.40
SV01587,PHY02,3.40
SV01587,PHY01,7.50
SV01588,MATH01,8.70
SV01588,PHY01,3.00
SV01588,ENG03,7.50
SV01588,PHY02,9.30
SV01588,MATH03,6.50
SV01589,IT010,5.40
SV01589,IT003,7.50
SV01589,IT004,6.80
SV01589,IT008,4.50
SV01589,IT002,7.40
SV01589,IT005,6.80
SV01589,PHY01,3.40
SV01589,MATH03,6.40
SV01590,MATH01,9.10
SV01590,PHY02,8.80
SV01590,IT007,8.00
SV01590,MATH04,9.60
SV01590,ENG02,3.30
SV01590,MATH03,8.50
SV01591,PHY01,4.40
SV01591,MATH05,6.60
SV01591,MATH03,3.30
SV01591,ENG01,7.20
SV01591,IT009,5.60
SV01591,IT006,4.00
SV01591,MATH02,6.90
SV01591,IT003,6.70
SV01592,MATH02,8.50
SV01592,IT004,9.70
SV01592,MATH05,4.70
SV01592,IT002,8.10
SV01592,ENG01,5.60
SV01592,IT010,9.00
SV01592,IT001,3.50
SV01592,IT008,3.80
SV01593,IT009,9.60
SV01593,ENG03,3.80
SV01593,IT008,2.50
SV01593,MATH04,9.70
SV01593,MATH02,3.50
SV01594,IT007,7.40
SV01594,ENG03,6.80
SV01594,ENG02,6.20
SV01594,IT005,8.70
SV01594,IT003,7.50
SV01594,IT002,5.70
SV01595,MATH02,6.90
SV01595,IT009,3.00
SV01595,IT007,6.20
SV01595,IT004,6.00
SV01595,IT001,9.70
SV01595,PHY01,4.90
SV01595,IT005,5.90
SV01595,ENG02,4.70
SV01595,MATH04,5.70
SV01595,ENG03,3.90
SV01596,IT005,8.60
SV01596,IT003,7.10
SV01596,MATH03,7.10
SV01596,ENG02,4.10
SV01596,IT001,7.70
SV01596,MATH01,6.20
SV01596,ENG01,3.90
SV01596,IT002,8.90
SV01596,MATH05,3.70
SV01597,MATH02,9.50
SV01597,MATH03,7.00
SV01597,IT002,5.60
SV01597,PHY01,2.60
SV01597,IT003,4.90
SV01597,ENG03,4.40
SV01597,IT001,2.70
SV01598,IT002,7.10
SV01598,IT007,6.00
SV01598,IT001,6.80
SV01598,MATH05,8.70
SV01598,PHY02,4.90
SV01598,ENG03,3.10
SV01598,ENG02,8.00
SV01599,IT001,7.40
SV01599,PHY01,6.20
SV01599,MATH04,6.20
SV01599,ENG02,9.00
SV01599,IT009,6.30
SV01599,ENG01,9.00
SV01599,MATH03,7.10
SV01600,MATH02,4.90
SV01600,IT007,3.80
SV01600,ENG01,6.10
SV01600,MATH03,9.00
SV01600,PHY02,4.20
SV01600,IT002,6.80
SV01601,IT010,2.80
SV01601,MATH04,2.20
SV01601,PHY02,9.30
SV01601,MATH02,8.40
SV01601,IT001,5.90
SV01601,IT005,7.60
